,Line A,Line B
275,1.481553755,1.503175917
276,1.474256988,1.482868914
277,1.506722117,1.47242863
278,1.523998973,1.50257087
279,1.481803145,1.494845795
280,1.514593496,1.490637345
281,1.513878173,1.487936098
282,1.553428399,1.512942481
283,1.523745747,1.48849188
284,1.50482583,1.503517519
285,1.465892874,1.506763642
286,1.484701945,1.467503613
287,1.512290508,1.488509264
288,1.516272612,1.50388556
289,1.484435838,1.495522271
291,1.506733716,1.510628108
292,1.50784178,1.50041826
293,1.49330928,1.519833904
294,1.49680912,1.500839898
295,1.476959278,1.491263197
296,1.493258898,1.505146465
297,1.532771729,1.489932655
298,1.49213274,1.49735694
299,1.503959506,1.501882514
300,1.526061824,1.478940017
301,1.497988797,1.499055572
302,1.493822662,1.490163326
303,1.500069318,1.51007068
304,1.519249843,1.493163667
305,1.511024741,1.512617093
306,1.495357261,1.509774894
307,1.511497787,1.501117367
308,1.500979358,1.50925279
309,1.500426915,1.492599617
310,1.507291005,1.509329632
311,1.490133345,1.485447158
312,1.494263626,1.507991247
314,1.496356083,1.495943999
315,1.464065203,1.495274995
316,1.493394926,1.493363662
317,1.536476457,1.48733092
318,1.497984534,1.509874812
319,1.519651638,1.493575167
320,1.515433722,1.506478286
321,1.498148884,1.503661822
322,1.515252202,1.501692474
323,1.505799419,1.487325431
324,1.498426641,1.501615393
325,1.489712215,1.482569792
326,1.507981742,1.50258956
327,1.489131585,1.479341405
328,1.465861662,1.483434618
329,1.522406626,1.492144846
330,1.493163336,1.483221091
331,1.517482285,1.51341598
332,1.510498888,1.498616758
333,1.499118447,1.498539161
334,1.472260284,1.500258705
335,1.533180457,1.490928665
336,1.511772225,1.50690122
337,1.530068404,1.498719552
338,1.501252488,1.501047024
339,1.498881332,1.494055926
341,1.514422952,1.50684075
342,1.491166009,1.473389842
343,1.494894898,1.497480353
345,1.503315682,1.485347477
346,1.49436896,1.519558472
347,1.500824943,1.493036975
348,1.491057096,1.492954135
349,1.509637832,1.512360029
350,1.527372207,1.497178953
351,1.484154991,1.485305846
352,1.497941209,1.489419705
353,1.533706873,1.502362649
354,1.525799745,1.494612658
355,1.505140793,1.49472698
356,1.494456188,1.506033226
358,1.499156192,1.508585313
359,1.508075137,1.503901145
360,1.522263148,1.49721457
361,1.510299248,1.492573155
362,1.510463476,1.499051478
363,1.529227164,1.482189975
364,1.520813883,1.493611226
365,1.517687077,1.506235032
366,1.488877314,1.517632034
367,1.495801236,1.503034118
368,1.482703407,1.503171462
369,1.499970836,1.499364066
370,1.483852723,1.47961765
371,1.528685781,1.503515789
372,1.486795011,1.517543714
373,1.508841463,1.495766814
374,1.494492844,1.480445612
375,1.530885698,1.497974812
376,1.525702446,1.507522622
377,1.46213189,1.488934585
378,1.498069559,1.497905057
379,1.493107245,1.498635205
380,1.52442434,1.482498761
381,1.516893682,1.477900875
382,1.512915999,1.489476781
383,1.495329874,1.496827069
384,1.480495318,1.494142648
385,1.518454611,1.494393715
386,1.512328638,1.487188639
387,1.543056617,1.517053756
388,1.516287413,1.495328522
389,1.491648545,1.492110556
390,1.52112819,1.491434064
391,1.484741174,1.520933335
392,1.530697084,1.506952805
394,1.45600292,1.492098016
395,1.481571789,1.482130161
396,1.509794611,1.495554238
397,1.506590089,1.507613155
398,1.467410695,1.498345049
400,1.525479348,1.507260367
401,1.496507787,1.488028987
402,1.500047769,1.495256431
403,1.489731988,1.500935026
404,1.527636772,1.486239808
405,1.494660643,1.502616152
406,1.506291282,1.501452486
407,1.524790245,1.473142357
408,1.521416416,1.4955942
409,1.506551778,1.507116052
410,1.508984419,1.486714737
411,1.519323538,1.491913756
412,1.50116138,1.496797638
413,1.508419404,1.497874472
414,1.506694012,1.489079953
415,1.507909436,1.495667159
416,1.481613213,1.499352649
417,1.476927501,1.504444529
418,1.557997332,1.497032887
419,1.494218764,1.511138345
420,1.513519142,1.496612302
421,1.51468336,1.487253378
422,1.52374184,1.503821167
423,1.452740696,1.509093835
424,1.47720128,1.478031247
425,1.493920351,1.496410778
426,1.466725031,1.489046746
427,1.508798699,1.506272873
428,1.500517309,1.498741683
429,1.494027973,1.490823574
430,1.502396816,1.49706361
431,1.555952883,1.492341417
433,1.499588444,1.50659524
434,1.512127789,1.474813816
435,1.497384558,1.496011541
436,1.48611784,1.494408183
437,1.496166368,1.502307478
438,1.553474062,1.501132525
439,1.469237585,1.500868556
441,1.520681672,1.487080048
442,1.478760908,1.503404768
443,1.464581855,1.501604386
444,1.537854102,1.486714087
445,1.47169202,1.507334701
446,1.500341118,1.499053183
447,1.488246537,1.515253267
448,1.486739015,1.496665548
449,1.508654818,1.498275267
450,1.468109187,1.504334891
451,1.517662197,1.49086483
452,1.50020101,1.479432084
453,1.497468813,1.500835141
455,1.495604038,1.500420733
456,1.51508397,1.484667761
457,1.538676452,1.504541482
458,1.523872679,1.502769169
459,1.503258985,1.501608167
460,1.504515822,1.504176184
461,1.537209683,1.488660417
462,1.49319344,1.499992417
463,1.534779439,1.510754394
464,1.522516322,1.50200979
466,1.489666441,1.49226142
467,1.49611752,1.481553647
468,1.486696205,1.512308507
469,1.510160692,1.506329765
470,1.487491161,1.507499221
471,1.459472145,1.503956729
472,1.524982202,1.509013323
473,1.499157006,1.509901681
474,1.504673191,1.480919372
475,1.523195718,1.50569896
476,1.486434216,1.490378139
477,1.502074269,1.494052048
478,1.472593904,1.491486443
479,1.515856055,1.507508701
480,1.524309798,1.506752313
481,1.497044904,1.500690067
482,1.457601291,1.526016528
483,1.473558615,1.487918958
484,1.46415184,1.464852753
485,1.543083348,1.485648501
486,1.523472481,1.514261204
487,1.480870101,1.500133748
488,1.516387748,1.514503443
489,1.508562813,1.480328185
490,1.482388072,1.505046259
491,1.482908055,1.492554786
492,1.485346884,1.479910691
494,1.50318082,1.502051828
495,1.504571644,1.507297818
496,1.510229197,1.490211997
497,1.487235859,1.503324603
498,1.510079612,1.489612903
499,1.469840204,1.494281981
500,1.528821306,1.507369695
501,1.507546188,1.494448416
502,1.541352261,1.491063697
503,1.509884948,1.492022521
504,1.535578181,1.503897544
505,1.513656482,1.497402084
506,1.518028777,1.495713239
507,1.535553683,1.501395248
508,1.527204505,1.490862069
509,1.518911231,1.499641036
510,1.451710975,1.485126203
511,1.499927353,1.505235698
512,1.511851381,1.47073417
513,1.486996382,1.51292573
514,1.487526047,1.51150452
515,1.484730264,1.485049905
516,1.500426662,1.500188051
517,1.486679853,1.499257287
518,1.500779305,1.497577572
519,1.503787182,1.500849976
520,1.506416665,1.49227858
521,1.521610824,1.496816529
522,1.557031884,1.489678713
523,1.518860881,1.499481828
524,1.486935351,1.48940353
525,1.507696279,1.5024248
526,1.499327772,1.518141006
527,1.50791152,1.50226174
528,1.489374449,1.491616713
529,1.487650658,1.505593253
530,1.47141838,1.515248744
531,1.508152013,1.502481673
532,1.487837339,1.493423876
533,1.514837409,1.501360708
534,1.507869773,1.505673063
535,1.502191824,1.500333233
536,1.486005067,1.49589844
537,1.498364231,1.499308489
538,1.495613327,1.49861124
539,1.485353756,1.4912089
540,1.484462101,1.513118817
541,1.483047358,1.491076165
542,1.478932701,1.498440336
543,1.518584197,1.511768586
544,1.500156447,1.500326434
545,1.508033048,1.492582471
546,1.493831076,1.512694468
547,1.480068844,1.507044521
548,1.487750732,1.484214315
549,1.488576159,1.507809384
550,1.491625942,1.489569234
551,1.484752169,1.507372157
552,1.50074864,1.50062668
554,1.48328458,1.497181593
555,1.478652166,1.502213545
556,1.494287356,1.492778062
557,1.515440156,1.49955474
558,1.50453407,1.488984716
559,1.483013481,1.505477286
560,1.511686439,1.481432412
561,1.516907885,1.490285197
564,1.523379999,1.490286643
565,1.490409785,1.495296922
566,1.504377493,1.498750562
567,1.494697365,1.489293552
568,1.507874349,1.517754115
569,1.487862746,1.514399068
570,1.507422303,1.515825337
571,1.477481317,1.484755399
572,1.515655594,1.481007418
573,1.508425155,1.513065789
574,1.523757469,1.484694153
575,1.527033789,1.488651958
576,1.507361,1.507009194
577,1.463420968,1.482480265
578,1.47920754,1.483558892
579,1.49440033,1.490657796
580,1.485941775,1.501823318
581,1.520272388,1.498508176
582,1.477292551,1.489488209
583,1.497553347,1.490992209
584,1.500909805,1.47901986
585,1.507361327,1.499846774
586,1.496752338,1.503399021
587,1.509592018,1.49276516
588,1.501711977,1.507109109
589,1.486543206,1.496262898
591,1.489176426,1.49414967
592,1.513148011,1.488342692
593,1.487949894,1.509283669
594,1.490441001,1.502009128
595,1.520027554,1.501855305
596,1.49700827,1.501683873
597,1.485636435,1.490782557
598,1.488917877,1.497680466
599,1.485921475,1.491889276
600,1.507341158,1.498079788
601,1.501786528,1.50345248
602,1.50822819,1.504801504
603,1.498368722,1.504881377
604,1.504085011,1.493469726
605,1.462062607,1.489246055
606,1.48825298,1.4744291
608,1.51622797,1.50719444
609,1.513050474,1.48756413
611,1.503287704,1.485393961
612,1.518886076,1.493015966
613,1.502770196,1.496032647
614,1.49645075,1.50152935
615,1.48843403,1.494396731
616,1.49608181,1.490074121
617,1.49472984,1.488584461
618,1.491643479,1.500271328
619,1.480163854,1.513473599
620,1.518901995,1.498592787
621,1.517610386,1.489166289
622,1.553989946,1.499308782
623,1.500628791,1.486584101
625,1.540629489,1.490891093
626,1.483771173,1.51220273
627,1.517149789,1.499862914
628,1.51814058,1.497228629
629,1.474127126,1.507674785
631,1.525481557,1.503587774
632,1.498854036,1.480219073
633,1.519265571,1.498297737
634,1.512583099,1.490004485
635,1.47756192,1.5015065
636,1.503342949,1.498640537
637,1.535128082,1.491481765
638,1.499325318,1.49745558
639,1.503088908,1.474829519
640,1.501404267,1.491907911
641,1.504168013,1.489589767
642,1.542026033,1.499034328
643,1.508693375,1.495739624
644,1.474095134,1.494178223
645,1.462615541,1.491441024
646,1.504920858,1.502799114
647,1.517685584,1.502329928
648,1.522730271,1.499509739
649,1.489108345,1.506083265
650,1.486105568,1.506331101
651,1.506478687,1.492473074
652,1.496077253,1.49086127
653,1.478385411,1.49061202
654,1.521835999,1.505898763
655,1.477729326,1.492960856
656,1.495753603,1.510521365
658,1.518972426,1.487851623
659,1.485425729,1.51760351
660,1.489998048,1.48427373
661,1.522239122,1.513890594
662,1.510107145,1.503801854
663,1.495507879,1.468918218
664,1.504328903,1.497867439
665,1.470491895,1.483099089
666,1.524604058,1.507068387
667,1.538568652,1.496644262
669,1.514586398,1.494958685
670,1.512792346,1.488616711
671,1.504268927,1.50272217
672,1.520466966,1.500630593
673,1.516549255,1.497425809
674,1.480543077,1.510682131
675,1.514650537,1.497859436
677,1.494600843,1.50549645
678,1.529865593,1.501041996
679,1.504775323,1.506642424
680,1.499203069,1.512819718
681,1.543181853,1.476094402
682,1.469923006,1.507066394
683,1.515603698,1.49554635
684,1.512478448,1.500882116
685,1.476213955,1.502048421
686,1.481022752,1.501686814
687,1.52208799,1.49991235
688,1.508409599,1.502301776
689,1.505621198,1.48803987
690,1.520138142,1.499892454
691,1.520861974,1.483675393
692,1.495484409,1.501317757
693,1.476292053,1.480669986
694,1.499145974,1.514527115
695,1.497504205,1.504300568
696,1.520445719,1.500919415
697,1.495094359,1.497549973
698,1.499720843,1.514678087
699,1.495947571,1.497376646
700,1.495244002,1.481727548
701,1.517032998,1.507135242
702,1.505230557,1.48166951
703,1.488370555,1.497276654
704,1.519174708,1.508263321
705,1.526206621,1.501218699
706,1.488045036,1.494784669
707,1.513182149,1.504880805
708,1.511657212,1.512453261
709,1.480125301,1.4953258
710,1.517923188,1.496298378
711,1.50786606,1.513592441
712,1.502921807,1.485421875
713,1.517191217,1.476953583
714,1.501084887,1.500236016
715,1.481144102,1.509325946
716,1.481175564,1.507611919
717,1.534179851,1.529501938
718,1.501929553,1.499070673
719,1.500078663,1.504346009
720,1.494404213,1.503255771
721,1.494792648,1.52096528
722,1.518868639,1.48904071
723,1.483022155,1.493293831
724,1.516782851,1.503975975
725,1.491483712,1.502524494
726,1.503535265,1.520154447
727,1.480513846,1.50196845
728,1.494730364,1.484532531
729,1.492223914,1.487584324
730,1.501645872,1.511138618
731,1.515080376,1.491584644
732,1.524746936,1.512003156
733,1.505134376,1.512365336
734,1.494957403,1.498865629
735,1.514554124,1.493521021
736,1.54610473,1.474098779
737,1.515404888,1.502687172
738,1.502111746,1.496379356
739,1.498784744,1.511132764
740,1.509455292,1.48298715
741,1.502176364,1.497912106
742,1.492027793,1.497974195
743,1.505321578,1.513313589
744,1.496585145,1.494685834
745,1.522957459,1.514890419
746,1.494730566,1.504106861
747,1.510998207,1.503887277
748,1.515942666,1.497221852
749,1.481108152,1.503743706
750,1.500933883,1.503997749
751,1.515061184,1.503458461
752,1.506957993,1.514422133
753,1.503634794,1.472406118
754,1.512696673,1.516375229
755,1.499099866,1.507789755
756,1.499149327,1.485254433
757,1.530158475,1.512640607
758,1.501181007,1.49978556
759,1.496826668,1.495716129
760,1.506154191,1.487573457
761,1.49518866,1.506034064
762,1.484962147,1.497515355
763,1.529577223,1.505193213
764,1.482306015,1.51173778
765,1.495752052,1.496635857
766,1.490221655,1.473754368
767,1.53367487,1.483918931
768,1.479662794,1.487562302
769,1.518800729,1.50496797
770,1.487498523,1.501181849
771,1.50189079,1.491202729
772,1.50784725,1.505479149
773,1.499777168,1.483040314
774,1.470598199,1.492620328
775,1.506858622,1.496961686
776,1.505150235,1.498667292
777,1.510857194,1.479409424
778,1.501666115,1.491666666
779,1.490871315,1.489193206
781,1.512065449,1.502752927
782,1.519398469,1.47703802
783,1.508377637,1.480386503
784,1.513585578,1.492303362
785,1.511106752,1.49325805
786,1.529315729,1.469128814
787,1.533497025,1.495415018
788,1.498385517,1.484700042
789,1.491031902,1.500120282
790,1.509503429,1.502584381
791,1.498318324,1.505577757
792,1.50785944,1.497749253
793,1.529127348,1.506056447
794,1.491867149,1.52497981
795,1.516771557,1.514107724
796,1.523652114,1.50254078
797,1.517646496,1.48612483
798,1.512581933,1.498148872
800,1.501956309,1.489391744
801,1.490490844,1.495253318
802,1.486603741,1.501670421
803,1.499706041,1.48706152
804,1.503234534,1.49775194
805,1.496131745,1.485824774
806,1.476876437,1.498340398
807,1.501754403,1.504450237
808,1.499843949,1.516110672
809,1.478075608,1.49685618
810,1.531184392,1.479575169
811,1.505392047,1.488663478
812,1.53569631,1.513845244
813,1.49254698,1.493771927
814,1.517887977,1.520622505
815,1.477020146,1.492990994
816,1.514331874,1.500143838
817,1.503183374,1.497508661
818,1.489046997,1.489757228
819,1.501447182,1.497383163
820,1.497391151,1.497767602
821,1.497426089,1.499264668
822,1.502524719,1.472138328
823,1.468717036,1.507196475
824,1.457245818,1.505113615
825,1.488997514,1.493233008
826,1.498401533,1.493018381
827,1.522702703,1.487691399
828,1.507376713,1.503717679
830,1.480625122,1.488241768
831,1.507706445,1.51198683
832,1.491468968,1.48987136
833,1.532433909,1.492525707
834,1.478470407,1.515541849
835,1.514909035,1.503139595
836,1.51289717,1.50399361
837,1.55194779,1.503629608
838,1.483764641,1.491097329
839,1.478401863,1.495641949
840,1.488331424,1.471612496
841,1.525472953,1.480484392
843,1.501952952,1.500019654
844,1.524844554,1.494844485
845,1.506545307,1.506280721
846,1.500100991,1.49734148
847,1.4833533,1.512523174
848,1.501762272,1.512598695
849,1.514516909,1.489545719
850,1.482246444,1.487168553
851,1.492868073,1.504449826
852,1.526539544,1.500328349
853,1.491830581,1.504912093
855,1.526361997,1.48240841
856,1.500582216,1.504277714
857,1.491830431,1.496035612
858,1.483727592,1.4945612
859,1.483100241,1.492624694
860,1.48994569,1.50467537
861,1.485687596,1.49143615
862,1.500601533,1.481654832
863,1.480263101,1.51280745
864,1.506328694,1.494990517
865,1.499081335,1.494533914
866,1.491874148,1.508160427
867,1.51398416,1.505966378
868,1.526324902,1.501253781
869,1.509641492,1.511738321
870,1.474822235,1.513317446
871,1.45443408,1.507535755
872,1.483643732,1.483298814
873,1.50782176,1.499247796
874,1.536993946,1.49903972
875,1.51176871,1.505070557
876,1.516615991,1.494261328
877,1.511072275,1.498982779
878,1.464626837,1.4959592
879,1.548660165,1.501611099
880,1.474958888,1.494846501
881,1.492707589,1.476848341
882,1.498410106,1.495246755
883,1.519565503,1.501356997
884,1.497412735,1.505783155
885,1.50159956,1.502271111
886,1.533018997,1.492328308
887,1.540807277,1.495095313
888,1.521290292,1.489664031
889,1.533921196,1.528436877
890,1.48088833,1.517024595
891,1.491103121,1.504038358
892,1.472307693,1.504834178
893,1.495902732,1.495053255
894,1.523878316,1.481610271
895,1.477727635,1.493263285
896,1.513548172,1.496877104
897,1.497372198,1.497112433
898,1.495933747,1.508076872
899,1.511361604,1.50830401
900,1.505010115,1.487311663
901,1.481239559,1.506879503
902,1.474107136,1.505014136
903,1.508610092,1.501400905
904,1.518398022,1.484649737
905,1.532510063,1.494922063
906,1.486276722,1.512708582
907,1.482752416,1.504832529
908,1.460481004,1.490151313
909,1.500954067,1.492468428
910,1.549971366,1.499265453
911,1.509708577,1.507277908
912,1.484477405,1.491599885
913,1.538277504,1.499544328
914,1.49456143,1.509707388
915,1.533702837,1.505723167
916,1.478090738,1.496960825
917,1.515850467,1.52793962
918,1.540546219,1.508051729
919,1.534862858,1.490114946
920,1.513964455,1.50546447
921,1.497660597,1.513127516
922,1.497904326,1.508956935
923,1.519983982,1.489963714
924,1.507855575,1.489945445
925,1.485808994,1.498016409
926,1.496696581,1.497942852
927,1.516779156,1.491944309
928,1.504071549,1.513067196
929,1.506379912,1.498781063
930,1.484817783,1.492231095
931,1.503002904,1.49215315
932,1.506160972,1.476032753
933,1.49330407,1.487491461
934,1.520705017,1.492710827
935,1.528369707,1.5161303
936,1.503706672,1.490613713
937,1.478901277,1.50657969
938,1.479462618,1.514846675
939,1.508370309,1.499456591
940,1.519042249,1.504124211
941,1.506186033,1.509207632
942,1.50576174,1.522430802
943,1.524426344,1.495804363
944,1.473826264,1.502610071
945,1.520941425,1.495393285
946,1.530224558,1.514215589
948,1.504019385,1.493049556
949,1.49480183,1.504175438
951,1.499778924,1.496644314
952,1.524391161,1.511535012
953,1.53300595,1.513519953
954,1.502757013,1.484601991
955,1.48084753,1.501012334
956,1.5140716,1.501293853
957,1.544244201,1.489012133
958,1.464349864,1.512823061
959,1.471303989,1.505347757
960,1.505758258,1.497833067
961,1.503331344,1.499721838
962,1.464646296,1.518589667
963,1.503558258,1.486497329
964,1.512192742,1.494049175
965,1.496970639,1.488632233
966,1.484526136,1.497768383
967,1.513674952,1.493794375
968,1.496839084,1.492530375
969,1.542115409,1.511966274
970,1.503157983,1.499242748
971,1.482515228,1.494285154
972,1.483247104,1.50452919
973,1.526526504,1.489773078
974,1.512609408,1.481141052
975,1.515492974,1.504615333
976,1.478839987,1.500656844
977,1.526967936,1.502677441
978,1.502654341,1.494808171
979,1.495805413,1.495913356
980,1.488495572,1.521222161
981,1.501063338,1.500224963
982,1.485475045,1.51315623
983,1.523119333,1.504816411
984,1.528839532,1.482655408
985,1.527808091,1.503822461
986,1.49836592,1.495412722
987,1.517702418,1.475965472
988,1.50210954,1.480318923
989,1.475007992,1.497575688
990,1.510353671,1.514715387
991,1.512075846,1.497175231
992,1.506719055,1.499607253
993,1.513647992,1.494153685
994,1.53038244,1.504903213
995,1.541757545,1.488528095
996,1.510855934,1.478754856
997,1.512261903,1.516309419
998,1.557454401,1.494169873
999,1.483728433,1.493031308
1000,1.460309679,1.497372996
1001,1.492671898,1.512028489
1002,1.50041125,1.504199796
1003,1.473975034,1.502384771
1004,1.50068917,1.503100594
1006,1.503024378,1.49404415
1007,1.499175802,1.511301373
1008,1.504350057,1.502880502
1009,1.485733845,1.512539428
1010,1.497647532,1.494805081
1011,1.512399225,1.484191262
1012,1.507380066,1.489602497
1013,1.520930688,1.488862001
1014,1.554019916,1.492326985
1015,1.513270734,1.502858828
1016,1.525954746,1.50663714
1017,1.473825462,1.490269392
1018,1.525911144,1.491910937
1019,1.493835717,1.492646019
1020,1.520635195,1.493686107
1021,1.504541391,1.48795561
1022,1.481219083,1.490651628
1023,1.513644819,1.516083501
1024,1.50188571,1.490678374
1025,1.505692223,1.512274281
1026,1.524416308,1.495814597
1027,1.528231237,1.532906402
1028,1.498240584,1.509898217
1030,1.4860271,1.504091022
1031,1.494199796,1.501399497
1032,1.503443542,1.498431155
1033,1.52147664,1.478194769
1034,1.512892888,1.508302987
1035,1.513655992,1.501183864
1036,1.488502912,1.498706151
1037,1.496247198,1.474693378
1038,1.535071266,1.473901689
1039,1.50017704,1.499985893
1040,1.465982641,1.500244947
1041,1.498625875,1.516412338
1042,1.490863326,1.49815007
